"GIBSON'S DISCOUNT CENTER, INC.--TX","111 W. MAIN, KERRVILLE, TX  78028",830-257-3511,,30.0526,-99.1474
BOW PROS SPECIALTY ARCHERY--TX,"1581 EAST MAIN, FREDERICKSBURG, TX  78624",830-644-8309,,30.0411,-99.1333
FREDERICKSBURG ARCHERY--TX,"618 DAWN LN., FREDERICKSBURG, TX  78624",830-456-1413,,30.2601,-98.8661
GERRELL'S SPORT CENTER---ND,"415  4TH  ST.  N.E., DEVILS LAKE, ND  58301",701-662-8133,,48.1119,-98.8604
MIDWEST OUTDOORS--NE,"620 CHALMA LANE, SHELTON, NE  68876",308-440-3662,,40.7792,-98.7309
LONG GUNS---TX,"15305 FLYING CIRCLE, HELOTES, TX  78023",210-695-9648,,29.5885,-98.701
FULL QUIVER ARCHERY--TX,"810 E HWY RD., IOWA PARK, TX  76367",940-613-2000,,33.9511,-98.6677
MESQUITE ARCHERY---TX,"5711A KENWICK, SAN ANTONIO, TX  78238",210-256-8004,,29.4852,-98.5988
ARCHERY SPECIALTIES--TX,"1504 DRESSER ST, GRAHAM, TX  76450",940-564-0977,,33.0726,-98.5754
12 RING ARCHERY---OK,"1 MILE SOUTH HWY. 3, TUPELO, OK  74572",580-371-8111,,35.8412,-98.5083
FLATLAND ARCHERY---SD,"1217 10TH AVE N.E., ABERDEEN, SD  57401",605-380-9724,,45.4757,-98.47
SPLIT ARROW ARCHERY---NE,"2920 SMOKEY HILL RD, HASTINGS, NE  68901",402-461-3168,,40.5438,-98.4354
PIGEON ROAD SHOOTING RANGE---TX,"6933  FM  2303, STEPHENVILLE, TX  76401",254-968-8986,,32.2264,-98.2342
"SHELTON OUTDOORS, LLC.--SD","1565 DAKOTA AVE. S., HURON, SD  57350",605-354-9312,,44.3486,-98.2144
POINT BLANK SPORTING GOODS--TX,"407 N. JACKSON RD., PHARR, TX  75877",956-992-8799,,26.2016,-98.2074
NOCKED AND LOADED--TX,"306 E. 2ND, LAMPASAS, TX  76550",512-556-4700,,31.0662,-98.1803
DON RUTLIN'S ARCHERY--SD,"504 S. EDMUNDS ST., MITCHELL, SD  57301",605-996-4965,,43.7055,-98.0309
MURF'S GUNS--OK,"1720 N  81 HWY, DUNCAN, OK  73533",580-255-6776,,34.5249,-97.9668
HEARTLAND OUTDOOR INC--KS,"1 HEARTLAND DRIVE, S HUTCHINSON, KS  67505",620-664-6103,,38.007,-97.9413
BILL'S OUTDOOR SPORTS-OK,"4718  W.  GARRIOTT, ENID, OK  73703",580-233-7846,,36.3924,-97.9366
DAVID'S ARCHERY --TX,"1448 MINERAL WELLS HWY, WEATHERFORD, TX  76086",817-594-0821,,32.76,-97.8225
EAGLES NEST ARCHERY--TX,"15176 FM 506, LYFORD, TX  78569",956-347-5153,,26.3426,-97.8048
BARGAIN HUNTER OUTDOORS--TX,"2201 TIN TOP RD., WEATHERFORD, TX  76087",817-598-0026,,32.7263,-97.7971
ARCHERY COUNTRY---TX,"8121 RESEARCH BLVD., AUSTIN, TX  78758",512-452-1222,,30.3537,-97.7137
SMOKY VALLEY SHOOTING SPORTS---KS,"2341 14TH AVE, LINDSBORG, KS  67456",785-227-4318,,38.5136,-97.6692
DOUBLE G ARCHERY---TX,"4185-B EAST HWY 29 E, GEORGETOWN, TX  78626",512-868-5530,,30.6435,-97.6013
H & H RANGE--OK,"400 SOUTH VERMONT AVE., OKLAHOMA CITY, OK  73108",405-947-3888  ,,35.4609,-97.5951
"HEARTLAND OUTDOORS, LLC--OK","1444 N. KELLY AVE., EDMOND, OK  73003",405-340-7530,,35.669,-97.496
DB ARCHERY---NE,"259 C STREET, PLATTE CENTER, NE  68653",402-246-2845,,41.5405,-97.4868
PEACOCK ARCHERY--TX,"204 N PENELOPE, BELTON, TX  76513",254-933-3337,,31.0573,-97.4615
CLYDE'S ARCHERY---TX,"5564 AYERS, CORPUS CHRISTI, TX  78415",361-855-3116,,27.7265,-97.4309
DAKOTA ARCHERY & OUTDOOR SPORTS--SD,"2305 E. HWY.50, YANKTON, SD  57078",605-665-8340,,42.8944,-97.3975
PAUL'S WELDING & SPORTS SHOP---NE,"210 EAST HUGHSON, RANDOLPH, NE  68771",402-337-1010,,42.3798,-97.3554
"DIAMOND ARCHERY, LLC--KS","926 WEST HARRY, WITCHITA, KS  67213",316-265-0651,,37.6663,-97.3512
ALVARADO ARCHERY---TX,"6011 E. HWY 67, ALVARADO, TX  76009",817-296-8344,,32.3817,-97.3324
FLASH FIRE RANCH--OK,"8200 SOUTH HIWASSEE RD., OKLAHOMA CITY, OK  73150",866-661-3432,,35.385,-97.299
CINNAMON CREEK RANCH--TX,"13794 OLD DENTON RD., ROANOKE, TX  76262",817-439-8998,,32.9783,-97.2958
BLUE RIVER ARCHERY--NE,"1501 K ST. SUITE 100, FAIRBURY, NE  68352",402-729-2062,,40.1476,-97.1712
RED RIVER TAXIDERMY--TX,"1617 HWY 82, GAINSVILLE, TX  76240",940-665-5953,,33.6411,-97.1372
ARCHER'S DEN--OK,"615 3RD AVE. N.W., ARDMORE, OK  73401",580-490-9979,,34.178,-97.1355
AL'S ARCHERY SHOP--SD,"655 W. KEMP, WATERTOWN, SD  57201",605-886-5891,,44.9027,-97.1254
GREAT OUTDOORS-OK,"3315 S. BOOMER RD., STILLWATER, OK  74074",405-743-8201,,36.086,-97.0535
GREAT SOUTHWEST GUN--TX,"2440 WEST MAIN ST., GRAND PRAIRIE, TX  75050",972-641-2335,,32.7393,-97.0408
MIKE'S ARCHERY-KS,"2120 EDGEMONT DR., ARKANSAS, KS  67005",620-441-0325,,37.0861,-97.0344
GRAND FORKS SCHEELS-ND,"MED PARK MALL, GRAND FORKS, ND  58201-4026",701-780-9424,,47.9253,-97.0329
CROSSROADS ARCHERY -- TX,"2801 AZALEA, VICTORIA, TX  77901",361-573-2697,,28.8193,-96.9898
FARGO SCHEELS---ND,"1551 45TH ST.  S.W., FARGO, ND  58103-3255",701-298-2918,,46.8574,-96.862
MOORHEAD SCHEELS-MN,"505 CENTER AVE., MOORHEAD, MN  56560-1921",218-233-2751,,46.8748,-96.7714
ARCHER'S ADDICTION--SD,"47219 SCHWEIGERS CIRCLE, SIOUX FALLS, SD  57107",605-543-6040,,43.6423,-96.768
SIOUX FALLS SCHEELS---SD,"2101 W. 41ST ST., SIOUX FALLS, SD  57105",605-334-7767,,43.5137,-96.7535
ARCHERY OUTFITTERS---SD,"1811 NORTH LOWELL AVE, SIOUX FALLS, SD  57103",605-367-9871,,43.5657,-96.696
ALL STAR ARCHERY---TX,"3434 A  DILIDO RD, DALLAS, TX  75228",214-320-1673,,32.8038,-96.6883
DAVENPORT ARCHERY---OK,"803 JIM THORPE BLVD., PRAGUE, OK  74864",405-567-3844,,35.4848,-96.6863
BAILEY'S OUTDOOR SHOP---OK,"811 N. BROADWAY, ADA, OK  74820",580-332-8786,,34.7819,-96.6788
LINCOLN SCHEELS-NE,"2960 PINE LAKE RD., LINCOLN, NE  68516-6010",402-420-9000,,40.7419,-96.6773
OUTDOOR PRO SHOPS---TX,"2825 BELTLINE RD., GARLAND, TX  75044",972-414-1969,,32.9447,-96.671
PREMIER ARCHERY & PAINTBALL--NE,"3939 NORTH 48TH ST., LINCOLN, NE  68504",402-438-4600,,40.8527,-96.6541
BULLZEYE OUTDOORS--TX,"19311 US HWY 82 W, SHERMAN, TX  75092",903-816-2925,,33.6712,-96.6322
J & J ARCHERY---TX,"203 N. COMMERCE, PORT LAVACA, TX  77979",361-552-9027,,28.6174,-96.6251
BIG O'S ARCHERY---TX,"1520 TEXOMA PKWY., SHERMAN, TX  75090",903-870-2114,,33.6516,-96.6098
SOMEPLACE TO SHOOT---MI,"12720 US 12, WHITE PIGEON, MI  49099",269-641-5771,,45.2407,-96.576
KAW VALLEY ARCHERY--KS,"8330 EAST HWY. 24, MANHATTAN, KS  66502",785-539-0200,,39.195,-96.5216
NEBRASKA SPORTS--NE,"866  E.  23RD  ST., FREMONT, NE  68025",402-721-5255,,41.4515,-96.4861
NORTH TEXAS ARCHERY & OUTFITTING--TX,"1203 HWY 380  SUITE 133, FARMERSVILLE, TX  75442",972-784-2697,,33.1581,-96.3783
SOUTHERN HILLS SCHEELS-IA,"SOUTHERN HILLS MALL, SIOUX CITY, IA  51106",712-252-1551,,42.4465,-96.3535
"NATIVE OUTDOORS, LLC---TX","7105 S  FM 548, ROYSE CITY, TX  75189",877-650-7938,,32.8865,-96.3317
OUTDOOR COUNTRY--TX,"360 HWY 84 WEST, TEAGUE, TX  75860",254-739-2096,,31.6303,-96.2837
BEARDS-N-BUCKS OUTDOORS---OK,"401 BUFFALO ST., CADDO, OK  74729",580-367-2825,,34.1272,-96.2648
OMAHA SCHEELS-NE,"17202 DAVENPORT ST., OMAHA, NE  68118-4076",402-289-5666,,41.2619,-96.1836
"HUNTER'S OUTLET, INC.--MN","206 KNIGHT AVE. NORTH, THIEF RIVER FALLS, MN  56701",218-681-3030,,48.1181,-96.1831
FULL DRAW ARCHERY---NE,"3632 SOUTH 144TH  ST., OMAHA, NE  68144",402-333-9691,,41.2245,-96.1387
BUCKHORN ARCHERY--OK,"464 SOUTH GIN RD., ATOKA, OK  74525",580-889-2366,,34.3215,-96.128
JP ARCHERY---OK,"15 N. WATER ST., SAPULPA, OK  74066",918-227-4646,,35.9993,-96.1125
ARCHERY EXTREMES--TX,"1429 HWY. 7 EAST, CENTERVILLE, TX  75833",903-536-3716,,31.2565,-95.9959
PAT'S ARCHERY---OK,"12601 HWY. 75, OKMULGEE, OK  74447",918-756-4632,,35.6733,-95.962
ARROWHEAD ARCHERY---OK,"5324 E. ADMIRAL PLACE, TULSA, OK  74115",1-918-234-7065,,36.1605,-95.9171
"ARCHERY OUTPOST, LLC--OK","4420 S. MINGO RD., TULSA, OK  74146",918-938-6476,,36.0982,-95.8687
NATURECRAFT TAXIDERMY--NE,"925 4TH CORSO, NEBRASKA CITY, NE  68410",402-873-5491,,40.6732,-95.857
LONGHORN CASH---TX,"ACTION OUTDOORS, ATHENS, TX  75751",903-677-3114,,32.2049,-95.8555
ON TARGET ARCHERY---TX,"29993 HWY. 64, CANTON, TX  75103",903-865-8880,,32.5489,-95.8495
LAKES SPORT SHOP---MN,"930 WASHINGTON AVE., DETROIT LAKES, MN  56501",218-847-2645,,46.8161,-95.8458
BARBS BAIT & ARCHERY---KS,"4818 WEST 309TH ST., OSAGE CITY, KS  66523",785-528-4473,,38.5077,-95.7999
LAKE SARAH ARCHERY--MN,"68 PIONEER TRAIL, GARVIN, MN  56132",507-220-6395,,44.1451,-95.7725
H.L.'S SPORT SHOP-OK,"1238 S. MAIN ST., MCALISTER, OK  74501",918-426-1146,,34.9191,-95.772
BORCH'S SPORTING GOODS---MN,"1309 E. COLLEGE DR., MARSHALL, MN  56258",507-532-4880,,44.4509,-95.767
EMORY AUTO SUPPLY--TX,"517 LENNON DR., EMORY, TX  75440",903-473-2913,,32.8694,-95.7625
SKALAK OUTDOORS--MN,"2629 BROADWAY AVE., SLAYTON, MN  56172",507-393-0410,,43.9875,-95.7563
LAY'S ARCHERY--KS,"3948 CR 1250, COFFEYVILLE, KS  67337",620-251-0040,,37.0043,-95.7024
"DOWN RANGE SPORTS, LLC--KS","109 NORTH 11TH ST., NEODESHA, KS  66757",620-325-3600,,37.4176,-95.6874
MCNEELY'S WILDLIFE FEEDERS--LA,"118 BAYOU BEND DR., SULPHUR, LA  70663",337-533-9100,,29.9236,-95.6856
ACTION PAWN SHOP---TX,"2010 WEST OAK ST., PALESTINE, TX  75801",903-723-1779,,31.7466,-95.6533
LAKE COUNTRY ARCHERY--TX,"145 SOUTH BROADWAY, ALBA, TX  75410",903-383-2347,,32.7925,-95.6339
BILL'S SPORTING GOODS---OK,"1016 S. LYNN RIGGS, CLAREMORE, OK  74017",918-341-5388,,36.3003,-95.6252
DOUBLE B ARCHERY---TX,"424 A MCCALEB ROAD, MONTGOMERY, TX  77316",936-588-4443,,30.3507,-95.5845
C & S ARCHERY--TX,"424 A MCCALEB RD., MONTGOMERY, TX  77316",936-588-4443,,30.3507,-95.5845
BUSHMASTER ARCHERY---TX,"12349 TAURUS DR., WILLIS, TX  77318",936-856-7609,,30.4221,-95.5798
BnH Unlimited--TX,"5918 Ranch Lake Dr., Magnolia, TX  77354",936-231-8193,,30.2402,-95.5579
BOW UP ARCHERY--OK,"114 SOUTH BROADWAY, HUGO, OK  74743",580-372-0508,,34.0096,-95.5129
SHOOT EM UP ARCHERY--TX,"54 COUNTY RD. 42320, PARIS, TX  75462",903-737-8595,,33.7036,-95.5025
STREIFF SPORTING GOODS---MN,"34480 550TH AVE, WARROAD, MN  56763",218-386-2590,,48.8927,-95.4185
"BOW PRO SHOP, LLC--OK","1920 1/2 N. 11TH ST., MUSKOGEE, OK  74401-4553",918-869-0500,,35.7571,-95.379
MIKE'S OUTDOORS-OK,"2015 N YORK, MUSKOGEE, OK  74403",918-687-3146,,35.7682,-95.3405
PRAIRIE ARCHERY--MN,"1025 SOUTH OTTER AVE., PARKERS PRAIRIE, MN  56361",218-338-6030,,46.1434,-95.3273
McKinney's Sport Shop--KS,"2139 US 400 Hwy., Parsons, KS  67357",620-421-3628,,37.3629,-95.235
"OVERTON'S ARCHERY CENTER, LLC--KS","1025 N. 3RD ST., LAWRENCE, KS  66044",785-832-1654,,38.9909,-95.2346
SOUTHERN ARCHERY---IA,"305 11TH ST. S.E., SPENCER, IA  51301",712-262-7213,,43.1267,-95.1403
MILNER HARDWARE AND OUTFITTERS--OK,"602 WEST WILSON, VALLIANT, OK  74764",580-933-4558,,34.0027,-95.0963
DELANEY'S SPORTS--MN,"1100 E. 1ST ST., PARK RAPIDS, MN  56470",218-732-4281,,46.9218,-95.0371
SMOKIN FEATHERS ARCHERY---TX,"520 JR PHILLIPS RD., LIVINGSTON, TX  77351",936-967-0422,,30.6746,-94.9752
PRECISION ARCHERY--MN,"6707 NE 113TH AVE., SPICER, MN  56288",320-796-4868,,45.2329,-94.9516
SCAR-BROS ACE---TX,"1219 WEST CHURCH ST, LIVINGSTON, TX  77351",936-327-5792,,30.7108,-94.9471
Mel's Sport Shop--MN,"102 Ruth Street, SPICER, MN  56288",320-796-2000,,45.233,-94.94
JOHN'S BOW SHOP---MN,"515 CENTERPOINT CT. N.W., BEMIDJI, MN  56601",218-444-2046,,47.5568,-94.8855
BIG BIRDS BAIT & BOWS--MO,"216 W. MAIN ST., MARYVILLE, MO  64468",660-582-8990,,40.2584,-94.8288
SANTA FE ARCHERY---TX,"3604 AVE S., SANTA FE, TX  77510",409-927-4646,,29.3053,-94.8001
J AND B OUTDOORS LLC---MO,"2722 S. LEONARD RD., ST. JOSEPH, MO  64503",816-273-0036,,39.74,-94.7877
R & S ARCHERY,"31902 SOUTH 622 ROAD, GROVE, OK  74344",918-787-4080,,36.557,-94.7706
EAST TEXAS ARCHERY---TX,"2335 US HWY 259 SOUTH, DIANA, TX  75640",903-663-4626,,32.725,-94.7501
PRECISION ARCHERY---OK,"95 WEST SHERRY, BROKEN BOW, OK  74728",580-584-3820,,34.0407,-94.7396
ARCHER'S & PICKER'S--TX,"109 N. 1ST STREET, LUFKIN, TX  75901",936-637-9000,,31.3395,-94.729
ST. JOSEPH BOWSTRINGS-MO,"8011 N.E. STATE ROUTE 6, ST. JOSEPH, MO  64507",,,39.7773,-94.7204
LUFKIN FARM SUPPLY---TX,"1217 E. LUFKIN AVE., LUFKIN, TX  75901",936-634-7414,,31.3369,-94.7156
INSTA-CASH PAWN #10---TX,"2709 SOUTH ST., NACOGDOCHES, TX  75964",936-569-7210,,31.583,-94.6689
CIMARRON LUMBER & SUPPLY COMPANY--MO,"4000 MAIN ST., KANSAS CITY, MO  64111",816-756-3000,,39.0541,-94.5863
MINNESOTA ARCHERY---MN,"30 W. 2ND STREET, LITCHFIELD, MN  55355",320-693-2061,,45.1274,-94.5285
SOUTHTOWN SPORTING GOODS--MO,"3030 S. MAIN, JOPLIN, MO  64804",417-624-4087,,37.0565,-94.5151
B & B ARCHERY SALES---MO,"8709 BOOTH, KANSAS CITY, MO  64138",816-763-2699,,38.9651,-94.4878
ROGERS SPORTING GOODS---MO,"1760 NORTH CHURCH RD., LIBERTY, MO  64068",816-781-9026 ,,39.2687,-94.4421
BILL'S ARCHERY---MO,"10114 GATEWAY DR., NEOSHOW, MO  64850",417-451-9306,,36.918,-94.4124
STICK AND STRING OUTDOORS,"522 NORTH 10TH STREET, RICH HILL, MO  64779",417-321-31274-,,38.1013,-94.3567
GELLCO CLOTHING & SHOES--AR,"4600 S ZERO ST, FORT SMITH, AR  72903",479-646-2402,,35.3264,-94.3566
ABSOLUTE ARCHERY---MO,"19 WEST DAKOTA, BUTLER, MO  64730",660-679-6100,,38.2574,-94.3321
BAKER'S BARGAIN HOUSE & PAWN-AR,"168 HWY 71, DEQUEEN, AR  71832-0232",870-642-6225,,34.0523,-94.3264
MOSSY POINT OUTFITTERS---AR,"240 CLOVERLEAF PLAZA, VAN BUREN, AR  72956",479-474-5254,,35.442,-94.3254
ANTLER RIDGE--MO,"37C SOUTHWEST 1ST LANE, LAMAR, MO  64759",417-682-6600,,37.4496,-94.2994
MENA PAWN & GUN LLC---AR,"1411 HWY 71 SOUTH, MENA, AR  71953",479-394-5200,,34.5719,-94.2486
OZARK SPORTSMAN SUPPLY--AR,"750 E. HENRI DE TONTI BLVD., TONTITOWN, AR  72770",479-361-1200,,36.1765,-94.2233
"HOOK, LINE & SINKER--AR","3700 NW FRONTAGE RD., BENTONVILLE, AR  72712",479-271-8118,,36.4195,-94.221
A TO Z ARCHERY--AR,"3700 N. HWY 71, ALMA, AR  72921",479-632-6360,,35.5237,-94.221
ARCHERY COUNTRY---MN,"28 DIVISION, WAITE PARK, MN  56387",320-253-4786,,45.5533,-94.2158
ST. CLOUD SCHEELS---MN,"40 N. WAITE AVE., WAITE PARK, MN  56387-1269",320-252-9494,,45.5547,-94.2138
SATERN ARCHERY--IA,"310 6th ST. SOUTH, DAKOTA CITY, IA  50529",515-332-1240,,42.7173,-94.1994
3G ARCHERY SUPPLIES--MO,"13551 S.  2400 RD., WALKER, MO  64790",417-876-7118,,37.8365,-94.1986
HERITAGE MARINE AND OUTDOORS--TX,"6010 COLLEGE ST., BEAUMONT, TX  77707",,,30.068,-94.1619
SOUTHTOWN SPORTING GOODS---AR,"4602  N.  COLLEGE, FAYETTEVILLE, AR  72703",479-443-7148,,36.1349,-94.1446
OUTDOOR AMERICA---AR,"1375 NORTH THOMPSON, SPRINGDALE, AR  72764",479-872-6000,,36.1968,-94.1372
MIKE'S ARCHERY CENTER---MN,"1646 HWY 23 NORTHEAST SUITE 2, ST. CLOUD, MN  56304",320-251-2242,,45.5706,-94.1288
ARCHERY OUTFITTERS PRO SHOP-AR,"814 E. 6TH ST., TEXARKANA, AR  71854",870-779-9459,,33.4296,-94.0354
POLARIS WORLD--TX,"930 N. WHEELER, JASPER, TX  75951",409-383-0807,,30.9293,-93.9969
ORANGE COUNTY ARCHERY--TX,"885 BRAD ST., VIDOR, TX  77662",402-658-2558,,30.1208,-93.9881
OAK RIDGE ARCHERY--MN,"900 NORTH RICE ST, KASOTA, MN  56050",507-931-5637,,44.2989,-93.9661
RIVER HILLS SCHEELS--MN,"1850 ADAMS STREET, MANKATO, MN  56001",507-386-7767,,44.1732,-93.9551
BENDER'S TRUE VALUE--MN,"527 MAIN ST., HENDERSON, MN  56044",507-248-3230,,44.5282,-93.9074
"EVERHARTS OUTDOOR SUPPLY, LLC--CL","585 NORTH WEST 500 RD, CLINTON, MO  64735",660-885-4436,,38.4418,-93.8596
PRECISION ARCHERY---TX,"77 FERRY DRIVE, BRIDGE CITY, TX  77611",409-735-5808,,30.0228,-93.8458
BOOGER COUNTY BOW SHOP---AR,"8269 HWY 412, HUNTSVILLE, AR  72740",479-325-8676,,36.1225,-93.806
DES MOINES SCHEELS-IA,"101 JORDAN CREEK PKWY, WEST DES MOINES, IA  50266-8177",515-727-4065,,41.5688,-93.8045
QUALITY RESHARP AND ARCHERY--MO,"19821  HWY  P, VERONA, MO  65769",471-366-0180,,36.9906,-93.796
C & J SPORTS---AR,"11792 HWY. 187, EUREKA SPRINGS, AR  72631",479-253-9799,,36.4265,-93.7852
MIKE'S ARCHERY & CUSTOM BOWSTRINGS--WY,"103 NORTH FRANKLIN STREET., MOUNTAIN VIEW, WY  82939",307-747-3115,,35.6112,-93.7825
ALL SEASONS SPORTS--MN,"720 BABCOCK BLVD. EAST, DELANO, MN  55328",763-972-3112,,45.036,-93.7778
ARCHER'S HIDEOUT--IA,"103 W. WASHINGTON ST., OSCEOLA, IA  50213",515-306-3936,,41.0352,-93.766
H & H ARCHERY--LA,"1701 OLD MINDEN RD., BOSSIER CITY, LA  71111",318-415-9419,,32.5164,-93.7193
BUY-U-BOWS & ARCHERY---LA,"2438 EAST TEXAS SUITE #4, BOSSIER CITY, LA  71111",318-742-8344,,32.5278,-93.7159
CABIN FEVER SPORTING GOODS---MN,"1550 ARBORETUM BLVD., VICTORIA, MN  55386",952-443-2022,,44.859,-93.6583
MIDWEST ARCHERY--MN,"13045 43RD ST. NE, ST. MICHAEL, MN  55376",763-515-6366,,45.2133,-93.6231
ITASCA ARCHERY SUPPLY--MN,"34953 NORTH SHOAL LAKE RD., GRAND RAPIDS, MN  55744",218-326-3252,,47.309,-93.5949
HOPE ARCHERY--AR,"215 S MAIN, HOPE, AR  71801",870-777-6874,,33.6677,-93.5918
BUCK'S OUTDOORS--AR,"408 N  1ST STREET, GLENWOOD, AR  71943",870-356-2031,,34.3283,-93.5531
HURLEY'S--AR,"9572 HWY 64, CLARKSVILLE, AR  72830",479-754-5555,,35.5578,-93.5331
"L & M SUPPLY, INC--MN","1200 EAST HWY. 169, GRAND RAPIDS, MN  55744",218-326-9783,,47.2189,-93.5287
CARTER COUNTY LLC,"9253 HWY 175, BELMONT, LA  71406",318-590-9499,,31.7404,-93.5093
ARCHERY FIELD & SPORTS---IA,"3725 N.E. 56TH ST., ALTOONA, IA  50009",515-265-6500,,41.629,-93.5024
REDNECK ARCHERY--MO,"RT 1  BOX 74, TINA, MO  64682",660-622-4133,,39.5361,-93.4402
EDEN PRAIRIE SCHEELS---MN,"8251 FLYING CLOUD DR., EDEN PRAIRIE, MN  55344",952-826-0067,,44.8546,-93.4266
OUTDOOR EDGE--MN,"16228 MAIN AVE., PRIOR LAKE, MN  55372",1-612-723-1666,,44.7143,-93.4246
ARCHERY SPECIALIST---MN,"10820  C.R.  #81, MAPLE GROVE, MN  55369",763-493-3070,,45.1018,-93.4138
M.R. ARCHERY---MO,"4586 SOUTH 116TH ROAD, BOLIVAR, MO  65613",417-326-2697,,37.6145,-93.4105
MOUNT GEORGE ARCHERY---AR,"10031 ARCHERS LANE, DANVILLE, AR  72833",479-576-2786,,35.054,-93.3935
AVERAGE JOES ARCHERY--MN,"3050 COON RAPIDS BLVD. NW, COON RAPIDS, MN  55433",612-250-1628,,45.1728,-93.3445
ANGLERS & ARCHERY OUTFITTERS---MO,"136 EDEN WAY, BRANSON, MO  65616",417-335-4655,,36.6029,-93.2994
SCHAFFER ARCHERY---MN,"1403 E. CLIFF ROAD, BURNSVILLE, MN  55337",952-894-4139,,44.7903,-93.2567
STEVE'S OUTDOOR SPORTS--AR,"606 W. MAIN ST., MAGNOLIA, AR  71753",870-234-2277,,33.2675,-93.2471
STAR GUN & ARCHERY---LA,"1074 ENTRANCE ROAD, LEESVILLE, LA  71446",337-537-1756,,31.0552,-93.2434
ARCHERY QUEST---MO,"2900A EAST PYTHIAN, SPRINGFIELD, MO  65802",417-863-8060,,37.2168,-93.2367
CAPRA'S SPORTING GOODS--NE,"8565 HWY. 65 NE, BLAINE, MN  55434",763-780-4557,,45.1258,-93.2351
PATTONS' OUTDOOR SUPPLY---AR,"8290 BLEVINS ROAD, HARRISON, AR  72601",870-741-6920,,36.1073,-93.2184
BRANSON ARCHERY--MO,"118 SYMINGTON PLACE, HOLLISTER, MO  65672",417-335-8139,,36.6256,-93.216
ARCHERY OUTFITTERS--LA,"4343 COMMON ST., LAKE CHARLES, LA  70607",337-474-3930,,30.1783,-93.2139
OUTDOOR SPECIALTIES---LA,"1333 E. PRIEN LAKE RD., LAKE CHARLES, LA  70601",337-478-8566,,30.1983,-93.2018
ARCHER'S IMAGE--AR,"3131 AIRPORT RD. SUITE I, PEARCY, AR  71964",501-767-5955 ,,34.4445,-93.1967
GISMOS & GADGETS--IA,"1435 2ND SE, MASON CITY, IA  50401",641-424-6987,,43.1498,-93.1727
RUSH SPORTING GOODS--AR,"815 NORTH ARKANSAS, RUSSELLVILLE, AR  72801",479-968-4322,,35.2856,-93.1335
LEGENDARY SPORTSMAN--AR,"4081 HWY 7 SOUTH, HARRISON, AR  72601",870-741-0256,,36.2053,-93.1228
ARKANSAS TRADING & LOAN,"918 E 4TH ST., RUSSELLVILLE, AR  72801",479-967-4867,,35.2746,-93.1221
EXTREME SPORTS AND OUTDOORS--AR,"101 NORTH OLIVE ST., HARRISON, AR  72601",870-741-1600,,36.2297,-93.1032
BARRETT'S HUNTING SUPPLIES--AR,"101 NORTH OLIVE ST., HARRISON, AR  72601",870-741-4133,,36.2297,-93.1032
SCUBA & ARCHERY CENTER---AR,"121 GILCHRIST, HOT SPRINGS, AR  71913",501-623-7062,,34.4949,-93.0998
RUSTY TOAD ARCHERY--MO,"317 W. CLAY, SMITHTON, MO  65350",660-343-5200,,38.6824,-93.0974
BWANA ARCHERY---MN,"3015 COUNTRY DRIVE, LITTLE CANADA, MN  55117",651-482-9866,,45.0325,-93.0914
ALL PRO ARCHERY--AR,"521 OLD BELLEFONTE RD., HARRISON, AR  72601",870-365-5606,,36.2223,-93.0782
MICHAEL'S MEN'S STORE & SPORTING GOODS-LA,"515 WEST MAIN ST., HOMER, LA  71040",318-927-2929,,32.7957,-93.0556
BACKWOODS ARCHERY & SPORTS---MN,"1632 HASTINGS AVE., NEWPORT, MN  55055",651-768-0599,,44.8747,-93
4 RIVERS 3D ARCHERY--MN,"7744 CEDAR VALLEY RD., FLOODWOOD, MN  55736",218-476-2718,,47.0736,-92.9922
JT ARCHERY--MN,"5865 FRONTAGE RD., HARRIS, MN  55032",612-961-1334,,45.5741,-92.9914
BUCK HOLLOW--IA,"776 190TH AVE., PELLA, IA  50219",641-628-4586,,41.4107,-92.9858
MARSHALL'S ARCHERY--IA,"107 WALNUT STREET EAST, NUMA, IA  52544",641-856-2697,,40.6892,-92.9778
HAROLD'S ARCHERY---LA,"1022 FEATHERSTON RD., HOMER, LA  71040",318-927-3915,,32.7703,-92.9657
RIFLEMAN'S GUN & PAWN--MO,"109 W. JEFFERSON, MARSHFIELD, MO  65706",417-468-5826,,37.3391,-92.9069
A-1 ARCHERY---WI,"1830 WEBSTER ST., HUDSON, WI  54016",715-386-1217,,44.9599,-92.7319
PREMIER ACE HARDWARE--LA,"5949 HWY. 167 N., WINNFIELD, LA  71483",318-648-9199,,31.9484,-92.6535
MCKINNEY HONDA & ARCHERY--LA,"715 N SERVICE ROAD E, RUSTON, LA  71270",318-255-6777,,32.5406,-92.6294
"PARTS CENTER, INC--AR","60 N. CEDAR ST., BEARDEN, AR  71720",870-687-3118,,33.7247,-92.6156
PISTOL'S PLUS---MO,"3515 OSAGE BEACH PKY, OSAGE BEACH, MO  65065",573-348-5356,,38.1685,-92.6112
"EARTH, WIND, & FIRE---LA","132 EVANSHEL, ALEXANDRIA, LA  71303",318-613-9295,,31.3098,-92.5719
EAST FORK ARCHERY--MO,"1401 COUNTY ROAD 1255, HUNTSVILLE, MO  65259",660-651-5752,,39.4844,-92.5296
ARCHER'S PRO SHOP--AR,"1715 W. MAIN ST., COTTER, AR  72626",870-435-4343,,36.2845,-92.5156
